English,Farsi,Source
"Move ~a onto the king of diamonds.
","انتقال ~a بر روی شاه خشت.
",Ubuntu
"Remove the ten of clubs.
","حذف ده خاج.
",Ubuntu
"Remove the king of clubs.
","حذف شاه خاج.
",Ubuntu
"Remove the ten of spades.
","حذف ده پیک.
",Ubuntu
"Remove the king of spades.
","حذف شاه پیک.
",Ubuntu
"Remove the ten of hearts.
","حذف ده دل.
",Ubuntu
"Remove the king of hearts.
","حذف شاه دل.
",Ubuntu
"Remove the ten of diamonds.
","حذف ده خشت.
",Ubuntu
"Remove the king of diamonds.
","حذف شاه خشت.
",Ubuntu
"Three card deals
","کارت‌گیری سه تایی
",Ubuntu
"Deal another round
","پخش دور دیگر کارت‌ها
",Ubuntu
"Redeals left:
","دوباره گرفتن‌های باقی‌مانده:
",Ubuntu
"Deal a new card from the deck
","گرفتن یک کارت جدید از دسته‌ی ورق
",Ubuntu
"Base Card:
","کارت پایه:
",Ubuntu
"Move something onto an empty right-hand tableau slot
","انتقال چیزی به خانه‌ی خالی تابلو دست راستی
",Ubuntu
"Reserve left:
","جاهای باقی‌مانده:
",Ubuntu
"Move waste back to stock
","جابه‌جایی باقی‌مانده به موجودی
",Ubuntu
"Move a card to the Foundation
","انتقال یک کارت به پایه
",Ubuntu
"Move something into the empty Tableau slot
","انتقال چیزی به خانه‌ی خالی تابلو
",Ubuntu
"Just because a crosswalk looks like a hopscotch board doesn't mean it is one
","هر گردی گردو نمیشه
",Ubuntu
"Look both ways before you cross the street
","قبل از عبور از خیابان هر دو طرف را نگاه کنید
",Ubuntu
"Have you read the help file?
","آیا پرونده‌ی راهنما را خوانده‌اید؟
",Ubuntu
"Odessa is a better game. Really.
","‏اُدسا بازی بهتری است. جداً.
",Ubuntu
"Tourniquets are not recommended unless in the direst emergency
","بستن کمربند ایمنی هنگام رانندگی حافظ جان شماست
",Ubuntu
"I could sure use a backrub right about now...
","حالا ماساژ خیلی می چسبید...
",Ubuntu
"Monitors won't give you Vitamin D -- but sunlight will...
","نمایشگر به شما ویتامین دی نخواهد رساند ــ ولی نور آفتاب چرا...
",Ubuntu
"If you're ever lost and alone in the woods, hug a tree
","اگر یک وقت توی جنگلی گم شدید و تنها بودید، یک درخت را بغل کنید
",Ubuntu
"Fishing wire makes bad dental floss
","بخوری زمین هوا میری
",Ubuntu
"Consistency is key
","استوار بودن کلید است
",Ubuntu
"When without a stapler, a staple and a ruler will work
","لنگش کن دادا
",Ubuntu
"Never blow in a dog's ear
","هیچ‌وقت در گوش سگ‌ها فوت نکنید
",Ubuntu
"Cards remaining: ~a
","کارت‌های باقی‌مانده: ~a
",Ubuntu
"Redeal.
","معامله دوباره.
",Ubuntu
"You are searching for an ace.
","شما به دنبال یک آس می‌گردید.
",Ubuntu
"You are searching for a two.
","شما به دنبال یک دو می‌گردید.
",Ubuntu
"You are searching for a three.
","شما به دنبال یک سه می‌گردید.
",Ubuntu
"You are searching for a four.
","شما دنبال یک چهار می‌گردید.
",Ubuntu
"You are searching for a five.
","شما دنبال یک پنج می‌گردید.
",Ubuntu
"You are searching for a six.
","شما به دنبال یک شش می‌گردید.
",Ubuntu
"You are searching for a seven.
","شما به دنبال یک هفت می‌گردید.
",Ubuntu
"You are searching for an eight.
","شما به دنبال یک هشت می‌گردید.
",Ubuntu
"You are searching for a nine.
","شما به دنبال یک نه می‌گردید.
",Ubuntu
"You are searching for a ten.
","شما به دنبال یک ده می‌گردید.
",Ubuntu
"You are searching for a jack.
","شما به دنبال یک سرباز می‌گردید.
",Ubuntu
"You are searching for a queen.
","شما به دنبال یک بی‌بی می‌گردید.
",Ubuntu
"You are searching for a king.
","شما به دنبال یک شاه می‌گردید.
",Ubuntu
"Unknown value
","مقدار نامعلوم
",Ubuntu
"Deal a card
","گرفتن یک کارت
",Ubuntu
"Move a king onto an empty tableau slot.
","انتقال شاه بر روی یک خانه خالی تابلو.
",Ubuntu
"No hint available right now
","در این لحظه هیچ راهنمایی‌ای موجود نیست
",Ubuntu
"Move something on to an empty reserve
","چیزی را به یک جای خالی منتقل کنید
",Ubuntu
"Six Foundations
","شش پایه
",Ubuntu
"Five Foundations
","پنج پایه
",Ubuntu
"Four Foundations
","چهار پایه
",Ubuntu
"Play a card to foundation.
","بازی کردن یک کارت در پایه.
",Ubuntu
"No moves.
","بدون حرکت.
",Ubuntu
"Remove the aces
","حذف آس‌ها
",Ubuntu
"Remove the twos
","حذف دوها
",Ubuntu
"Remove the threes
","حذف سه‌ها
",Ubuntu
"Remove the fours
","حذف چهارها
",Ubuntu
"Remove the fives
","حذف پنج‌ها
",Ubuntu
"Remove the sixes
","حذف شش‌ها
",Ubuntu
"Remove the sevens
","حذف هفت‌ها
",Ubuntu
"Remove the eights
","حذف هشت‌ها
",Ubuntu
"Remove the nines
","حذف نه‌ها
",Ubuntu
"Remove the tens
","حذف ده‌ها
",Ubuntu
"Remove the jacks
","حذف سربازها
",Ubuntu
"Remove the queens
","حذف بی‌بی‌ها
",Ubuntu
"Remove the kings
","حذف شاه‌ها
",Ubuntu
"I'm not sure
","مطمئن نیستم
",Ubuntu
"Return cards to stock
","برگرداندن کارت‌ها به موجودی
",Ubuntu
"Move something onto an empty tableau slot.
","انتقال چیزی به خانه‌ی خالی تابلو.
",Ubuntu
"Consider moving something into an empty slot
","انتقال چیزی به یک خانه‌ی خالی را در نظر بگیرید
",Ubuntu
"Deal a card from stock
","معامله‌ی یک کارت از موجودی
",Ubuntu
"No moves are possible. Undo or start again.
","هیچ حرکتی ممکن نیست. دوباره شروع کنید یا حرکات را برگردان کنید.
",Ubuntu
"The game has no solution. Undo or start again.
","بازی راه حلی ندارد. حرکات را برگردان یا دوباره شروع کنید.
",Ubuntu
"Double click any card to redeal.
","برای معمامله‌ی مجدد روی هر کارت دوبارکلیک کنید.
",Ubuntu
"No hint available.
","راهنمایی‌ای ‌وجود ندارد.
",Ubuntu
"Place a two in the leftmost slot of row ~a.
","قراردادن یک دو در آخرین فضای سمت چپ ردیف ~a.
",Ubuntu
"Add to the sequence in row ~a.
","اضافه کردن به دنباله در ردیف ~a.
",Ubuntu
"Place the two of clubs next to the ace of clubs.
","قراردادن دو خاج در کنار آس خاج.
",Ubuntu
"Place the three of clubs next to the two of clubs.
","قراردادن سه خاج در کنار دو خاج.
",Ubuntu
"Place the four of clubs next to the three of clubs.
","قراردادن چهار خاج در کنار سه خاج.
",Ubuntu
"Place the five of clubs next to the four of clubs.
","قراردادن پنج خاج در کنار چهار خاج.
",Ubuntu
"Place the six of clubs next to the five of clubs.
","قراردادن شش خاج در کنار پنج خاج.
",Ubuntu
"Place the seven of clubs next to the six of clubs.
","قراردادن هفت خاج در کنار شش خاج.
",Ubuntu
"Place the eight of clubs next to the seven of clubs.
","قراردادن هشت خاج در کنار هفت خاج.
",Ubuntu
"Place the nine of clubs next to the eight of clubs.
","قراردادن نه خاج در کنار هشت خاج.
",Ubuntu
"Place the ten of clubs next to the nine of clubs.
","قراردادن ده خاج در کنار نه خاج.
",Ubuntu
"Place the jack of clubs next to the ten of clubs.
","قراردادن سرباز خاج در کنار ده خاج.
",Ubuntu
"Place the queen of clubs next to the jack of clubs.
","قراردادن بی‌بی خاج در کنار سرباز خاج.
",Ubuntu
"Place the king of clubs next to the queen of clubs.
","قراردادن شاه خاج در کنار بی‌بی خاج.
",Ubuntu
"Place the two of spades next to the ace of spades.
","قراردادن دو پیک در کنار آس پیک.
",Ubuntu
"Place the three of spades next to the two of spades.
","قراردادن سه پیک در کنار دو پیک.
",Ubuntu
"Place the four of spades next to the three of spades.
","قراردادن چهار پیک در کنار سه پیک.
",Ubuntu
"Place the five of spades next to the four of spades.
","قراردادن پنج پیک در کنار چهار پیک.
",Ubuntu
"Place the six of spades next to the five of spades.
","قراردادن شش پیک در کنار پنج پیک.
",Ubuntu
"Place the seven of spades next to the six of spades.
","قراردادن هفت پیک در کنار شش پیک.
",Ubuntu
"Place the eight of spades next to the seven of spades.
","قراردادن هشت پیک در کنار هفت پیک.
",Ubuntu
"Place the nine of spades next to the eight of spades.
","قراردادن نه پیک در کنار هشت پیک.
",Ubuntu
"Place the ten of spades next to the nine of spades.
","قراردادن ده پیک در کنار نه پیک.
",Ubuntu
"Place the jack of spades next to the ten of spades.
","قراردادن سرباز پیک در کنار ده پیک.
",Ubuntu
"Place the queen of spades next to the jack of spades.
","قراردادن بی‌بی پیک در کنار سرباز پیک.
",Ubuntu
"Place the king of spades next to the queen of spades.
","قراردادن شاه پیک در کنار بی‌بی پیک.
",Ubuntu
"Place the two of hearts next to the ace of hearts.
","قراردادن دو دل در کنار آس دل.
",Ubuntu
"Place the three of hearts next to the two of hearts.
","قراردادن سه دل در کنار دو دل.
",Ubuntu
"Place the four of hearts next to the three of hearts.
","قراردادن چهار دل در کنار سه دل.
",Ubuntu
"Place the five of hearts next to the four of hearts.
","قراردادن پنج دل در کنارچهار دل.
",Ubuntu
"Place the six of hearts next to the five of hearts.
","قراردادن شش دل در کنار پنج دل.
",Ubuntu
"Place the seven of hearts next to the six of hearts.
","قراردادن هفت دل در کنار شش دل.
",Ubuntu
"Place the eight of hearts next to the seven of hearts.
","قراردادن هشت دل در کنار هفت دل.
",Ubuntu
"Place the nine of hearts next to the eight of hearts.
","قراردادن نه دل در کنار هشت دل.
",Ubuntu
"Place the ten of hearts next to the nine of hearts.
","قراردادن ده دل در کنار نه دل.
",Ubuntu
"Place the jack of hearts next to the ten of hearts.
","قراردادن سرباز دل در کنار ده دل.
",Ubuntu
"Place the queen of hearts next to the jack of hearts.
","قراردادن بی‌بی دل در کنار سرباز دل.
",Ubuntu
"Place the king of hearts next to the queen of hearts.
","قراردادن شاه دل در کنار بی‌بی دل.
",Ubuntu
"Place the two of diamonds next to the ace of diamonds.
","قراردادن دو خشت در کنار آس خشت.
",Ubuntu
"Place the three of diamonds next to the two of diamonds.
","قراردادن سه خشت در کنار دو خشت.
",Ubuntu
"Place the four of diamonds next to the three of diamonds.
","قراردادن چهار خشت در کنار سه خشت.
",Ubuntu
"Place the five of diamonds next to the four of diamonds.
","قراردادن پنج خشت در کنار چهار خشت.
",Ubuntu
"Place the six of diamonds next to the five of diamonds.
","قراردادن شش خشت در کنار پنج خشت.
",Ubuntu
"Place the seven of diamonds next to the six of diamonds.
","قراردادن هفت خشت در کنار شش خشت.
",Ubuntu
"Place the eight of diamonds next to the seven of diamonds.
","قراردادن هشت خشت در کنار هفت خشت.
",Ubuntu
"Place the nine of diamonds next to the eight of diamonds.
","قراردادن نه خشت در کنار هشت خشت.
",Ubuntu
"Place the ten of diamonds next to the nine of diamonds.
","قراردادن ده خشت در کنار نه خشت.
",Ubuntu
"Place the jack of diamonds next to the ten of diamonds.
","قراردادن سرباز خشت در کنار ده خشت.
",Ubuntu
"Place the queen of diamonds next to the jack of diamonds.
","قراردادن بی‌بی خشت در کنار سرباز خشت.
",Ubuntu
"Place the king of diamonds next to the queen of diamonds.
","قراردادن شاه خشت در کنار بی‌بی خشت.
",Ubuntu
"Randomly Placed Gaps on Redeal
","Randomly Placed Gaps on Redeal
",Ubuntu
"Deals left: ~a
","معامله‌های باقی‌مانده: ~a
",Ubuntu
"Deal a row
","معامله‌ی یک ردیف
",Ubuntu
"Try moving a card to the reserve
","سعی کنید یک کارت را به ذخیره منتقل کنید
",Ubuntu
"Try dealing a row of cards
","معامله کردن یک ردیف از کارت‌ها را امتحان کنید
",Ubuntu
"Try moving card piles around
","سعی کنید دسته‌های کارت به اطراف حرکت دهید
",Ubuntu
"Same suit
","خال مشابه
",Ubuntu
"Alternating colors
","رنگ‌های تناوبی
",Ubuntu
"Select a card from the reserve for first foundation pile
","انتخاب یک کارت از ذخیره برای اولین دسته‌ی پایه
",Ubuntu
"Move a card from the reserve onto the empty tableau slot
","انتقال یک کارت از ذخیره بر روی خانه‌ی خالی تابلو
",Ubuntu
"Stock left: ~a
","موجودی باقی‌مانده: ~a
",Ubuntu
"Deal another card
","گرفتن یک کارت دیگر
",Ubuntu
"Move a card or build of cards on to the empty slot
","جابه‌جا کردن یک کارت یا بنای کارت‌ها به خانه‌ی خالی
",Ubuntu
"Deal another hand
","گرفتن یک دست دیگر
",Ubuntu
"Move card from waste
","جابه‌جایی کارت از کارت‌های باقی‌مانده
",Ubuntu
"Move waste to stock
","جابه‌جایی کارت‌های باقی‌مانده به موجودی
",Ubuntu
"Stock remaining: ~a
","موجودی باقی‌مانده: ~a
",Ubuntu
"Deal a new card
","گرفتن یک کارت جدید
",Ubuntu
"Try moving cards down from the foundation
","جابه‌جا کردن کارت‌ها از پایه با پایین را امتحان کنید
",Ubuntu
"Single card deals
","معامله‌های تک کارتی
",Ubuntu
"No redeals
","هیچ معامله‌ی دوباره‌ای وجود ندارد
",Ubuntu
"Unlimited redeals
","کارت‌گیری‌های نامحدود
",Ubuntu
"Base Card:
","کارت پایه:
",Ubuntu
"Aim to place the suits in the order which fits the current layout most naturally.
","سعی کنیدخال‌ها را به طبیعی‌ترین ترتیب هماهنگ با چیدمان فعلی قرار دهید.
",Ubuntu
"Autoplay
","بازی خودکار
",Ubuntu
"Redeals left: ~a
","معامله‌های مجدد باقی‌مانده: ~a
",Ubuntu
"Deal new cards from the deck
","گرفتن کارت‌های جدید از دسته‌ی ورق
",Ubuntu
"something
","یک چیزی
",Ubuntu
"an empty slot
","یک خانه‌ی خالی
",Ubuntu
"Place cards on to the Tableau to form poker hands
","کارت‌ها را روی تابلو قرار دهید تا یک دست پوکر درست کنند
",Ubuntu
"Shuffle mode
","حالت بُر خورده
",Ubuntu
"Deal the cards
","پخش کارت‌ها
",Ubuntu
"Reshuffle cards
","بُر زدن دوباره‌ی کارت‌ها
",Ubuntu
"Move waste on to a reserve slot
","جابه‌جا کردن باقی‌مانده به خانه‌ی ذخیره
",Ubuntu
"Undo until there are enough cards to fill all tableau piles
","برگردان کردن تا زمانی که کارت‌های کافی برای پُر کردن تابلو باشد
",Ubuntu
"Please fill in empty pile first.
","لطفاً اول دسته‌ی خالی را پر کنید
",Ubuntu
"Place something on empty slot
","قرار دادن چیزی در خانه‌ی خالی
",Ubuntu
"Four Suits
","چهار خال
",Ubuntu
"Two Suits
","دو خال
",Ubuntu
"One Suit
","یک خال
",Ubuntu
"Move a card to an empty temporary slot
","جابه‌جایی یک کارت به یک خانه‌ی موقت خالی
",Ubuntu
"No hint available
","راهنمایی‌ای ‌وجود ندارد
",Ubuntu
"Allow temporary spots use
","دادن اجازه‌ی استفاده‌ی موقت از نقاط
",Ubuntu
"General's Patience
","صبر ژنرال
",Ubuntu
"Falling Stars
","بارش ستاره‌ها
",Ubuntu
